ID,Name,Number,Street,ZIP,Phone,Cuisine,An Inspection,,,,Score,,,,Lat,Lng,List of Violation Codes
40396183,HI FI,169,AVENUE A,10009,2124208392,American,6/12/2012,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",48,6/12/2012,11/14/2014,Cycle Inspection / Re-inspection,40.728341,-73.982211,04N-04H
41481803,MARYANN'S,353,GREENWICH STREET,10013,2127660911,Mexican,2/27/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",48,2/27/2014,11/14/2014,Cycle Inspection / Re-inspection,40.718642,-74.010138,06C-04C
40369461,CAFE UN DEUX TROIS,123,WEST   44 STREET,10036,2123544148,French,7/30/2013,Violations were cited in the following area(s).,02A,Food not cooked to required minimum temperature.,48,7/30/2013,11/14/2014,Cycle Inspection / Re-inspection,40.756795,-73.984126,02A-04C
41343720,LA MINITA RESTAURANT,3855,10 AVENUE,10034,2125690777,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7/3/2014,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,48,7/3/2014,11/14/2014,Cycle Inspection / Re-inspection,40.863791,-73.918997,04M-06D
41094546,PEOPLES CHOICE KITCHEN,2733,8 AVENUE,10039,2122813830,Caribbean,9/10/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,48,9/10/2013,11/14/2014,Cycle Inspection / Re-inspection,40.823392,-73.941956,04L-02B
40364304,TEXAS ROTISSERIE,94,FULTON STREET,10038,2125666666,Chicken,7/15/2014,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,48,7/15/2014,11/14/2014,Cycle Inspection / Re-inspection,40.709204,-74.006194,04M-02G
40401217,CITY CRAB,235,PARK AVENUE SOUTH,10003,2125293800,Seafood,6/5/2012,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",49,6/5/2012,11/14/2014,Cycle Inspection / Re-inspection,40.737722,-73.987741,04N-02B
41020284,LITTLE ITALY PIZZA,55,WEST   45 STREET,10036,2127307575,Pizza,7/3/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",49,7/3/2013,11/14/2014,Cycle Inspection / Re-inspection,40.75663,-73.98121,06D-02G
40568285,LA CARIDAD 78,21972199,BROADWAY,10024,2128742780,Chinese,11/15/2011,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",49,11/15/2011,11/14/2014,Cycle Inspection / Re-inspection,40.781265,-73.97382,04N-04J
40699160,THE COUNTRY CAFE,40,WALL STREET,10005,2123494290,American,6/15/2012,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,49,6/15/2012,11/14/2014,Cycle Inspection / Re-inspection,40.706949,-74.00968,06F-02G
41665733,374 DELI,374,8 AVNUE,10001,2125637007,Delicatessen,8/6/2012,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",49,8/6/2012,11/14/2014,Pre-permit (Operational) / Re-inspection,40.74876,-73.995629,06D-04N
40977865,BOBBY VAN'S STEAKHOUSE,131,EAST 54 STREET,10022,2122078050,Steak,11/12/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,49,11/12/2013,11/14/2014,Cycle Inspection / Re-inspection,40.759345,-73.970949,04L-04M
41629609,TANGS JIANG RESTAURANT,306,SAINT NICHOLAS AVENUE,10027,2128645179,Chinese,1/4/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,49,1/4/2012,11/14/2014,Pre-permit (Operational) / Re-inspection,40.811025,-73.952412,04L-02B
41134212,JAMBA JUICE,1381,6 AVENUE,10019,2129563719,"Juice, Smoothies, Fruit Salads",1/14/2013,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,50,1/14/2013,11/14/2014,Cycle Inspection / Re-inspection,40.763872,-73.977804,04A-04H
41515433,SHERATON TRIBECA NEW YORK HOTEL,370372,CANAL STREET,10013,2123663400,American,9/29/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",50,9/29/2014,11/14/2014,Cycle Inspection / Re-inspection,40.719398,-74.001332,04N-04A
41008526,KANOYAMA,175,2 AVENUE,10003,2127775266,Japanese,10/4/2013,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,50,10/4/2013,11/14/2014,Cycle Inspection / Re-inspection,40.730712,-73.986565,06F-02G
40548766,JOE'S SHANGHAI RESTAURANT,9,PELL STREET,10013,2122338888,Chinese,5/29/2012,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",50,5/29/2012,11/14/2014,Cycle Inspection / Re-inspection,40.71463,-73.997766,04H-02G
41569059,HOY WONG RESTAURANT,81,MOTT STREET,10013,2123741312,Chinese,7/16/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",50,7/16/2013,11/14/2014,Cycle Inspection / Re-inspection,40.716602,-73.998144,06C-04L
41633807,MANHATTAN CENTER,311,WEST   34 STREET,10001,2122797740,American,8/2/2013,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",50,8/2/2013,11/14/2014,Cycle Inspection / Re-inspection,40.752792,-73.994112,04H-04L
50003708,NOODLE Q,2,EAST BROADWAY,10038,2122198223,Chinese,9/18/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,50,9/18/2014,11/14/2014,Cycle Inspection / Re-inspection,40.713645,-73.997467,04L-04H
41211622,MCDONALDS,2726,BROADWAY,10025,2122228714,Hamburgers,11/7/2011,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,50,11/7/2011,11/14/2014,Cycle Inspection / Re-inspection,40.799891,-73.967587,06F-04L
40398989,FRESCO,34,EAST   52 STREET,10022,2129353434,Italian,8/28/2012,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",51,8/28/2012,11/14/2014,Cycle Inspection / Re-inspection,40.758816,-73.974514,04N-02G
40711118,ESPERANTO,145,AVENUE C,10009,2125056559,Brazilian,11/6/2013,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,51,11/6/2013,11/14/2014,Cycle Inspection / Re-inspection,40.725462,-73.978049,06F-06E
41290351,SOLDIER MCGEE TAVERN,480,AMSTERDAM AVENUE,10024,2125794299,Irish,1/16/2013,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",51,1/16/2013,11/14/2014,Cycle Inspection / Re-inspection,40.785962,-73.976669,04J-04N
41624530,PIO PIO,604,10 AVENUE,10036,2124592929,Peruvian,1/30/2013,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",51,1/30/2013,11/14/2014,Cycle Inspection / Re-inspection,40.760612,-73.994355,04N-02H
41708194,SALVATION TACO,145,EAST   39 STREET,10016,2128655800,Mexican,3/17/2014,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,51,3/17/2014,11/14/2014,Cycle Inspection / Re-inspection,40.749335,-73.976623,06A-04J
50001460,CAFE B'WAY 46,146,WEST   46 STREET,10036,2129381333,American,8/13/2013,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",51,8/13/2013,11/14/2014,Pre-permit (Operational) / Re-inspection,40.758035,-73.984164,04J-02G
41519587,BLIND BARBER,339,EAST 10 STREET,10009,2122282123,American,3/18/2014,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,52,3/18/2014,11/14/2014,Cycle Inspection / Re-inspection,40.727156,-73.98014,04A-06C
40385231,DE ROBERTIS PASTRY SHOP,176,1 AVENUE,10009,2126747137,Bakery,1/11/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,52,1/11/2012,11/14/2014,Cycle Inspection / Re-inspection,40.729063,-73.98385,04L-04M
41683812,SUNRISE RESTAURANT,50,ELDRIDGE STREET,10002,2126258199,Chinese,11/13/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,52,11/13/2012,11/14/2014,Pre-permit (Operational) / Re-inspection,40.715941,-73.992771,04L-06C
41462643,OBAO,222,EAST 53 STREET,10022,2123085588,Thai,11/21/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",52,11/21/2013,11/14/2014,Cycle Inspection / Re-inspection,40.757149,-73.968548,06C-06B
41503546,RAYMI,43,WEST   24 STREET,10010,2129291200,Peruvian,3/13/2013,Violations were cited in the following area(s).,06G,HACCP plan not approved or approved HACCP plan not maintained on premises.,52,3/13/2013,11/14/2014,Cycle Inspection / Re-inspection,40.743382,-73.991292,06G-06E
41406895,SUN SAI GAI RESTAURANT,220,CANAL STREET,10013,2129647256,Chinese,12/17/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,52,12/17/2012,11/14/2014,Cycle Inspection / Re-inspection,40.717276,-73.999394,04L-04H
41521807,SARGE'S,548,3 AVENUE,10016,2126790442,Delicatessen,4/18/2012,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",52,4/18/2012,11/14/2014,Cycle Inspection / Re-inspection,40.74737,-73.977295,06C-04M
41661062,PERCY'S PIZZA,190,BLEEKER STREET,10012,2123881355,Pizza,7/2/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,52,7/2/2013,11/14/2014,Pre-permit (Operational) / Re-inspection,40.729076,-74.00153,04L-06A
50004305,ADAM CHINESE COTTAGE,1748,2 AVENUE,10128,2127442522,Chinese,8/25/2014,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,52,8/25/2014,11/14/2014,Cycle Inspection / Re-inspection,40.781045,-73.949048,04A-06B
41092403,EAT HERE NOW,839,LEXINGTON AVENUE,10065,2127510722,American,4/12/2011,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",52,4/12/2011,11/14/2014,Cycle Inspection / Re-inspection,40.765077,-73.965911,04J-02G
40386927,EL AZTECA MEXICAN RESTAURANT,783,9 AVENUE,10019,2123070616,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/28/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",53,5/28/2013,11/14/2014,Cycle Inspection / Re-inspection,40.765032,-73.988231,06C-04C
41557702,HUMMUS KITCHEN,444,3 AVENUE,10016,2126960055,Mediterranean,1/25/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,53,1/25/2013,11/14/2014,Cycle Inspection / Re-inspection,40.743706,-73.979871,04L-06F
41101595,ANGELO'S PIZZA,1697,BROADWAY,10019,2122458811,Pizza,12/4/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,53,12/4/2012,11/14/2014,Cycle Inspection / Re-inspection,40.763804,-73.982974,04L-02B
41318313,GRAN PIATTO D'ORO,1429,5 AVENUE,10035,2127222244,Italian,2/8/2012,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",54,2/8/2012,11/14/2014,Cycle Inspection / Re-inspection,40.80103,-73.945839,06D-06E
40563475,MAMOUN FALAFEL,119,MACDOUGAL STREET,10012,2126748685,Middle Eastern,8/3/2011,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,54,8/3/2011,11/14/2014,Cycle Inspection / Re-inspection,40.730268,-74.000417,04M-05F
