,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,Address,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41490282,LE PARISIEN,MANHATTAN,163,EAST   33 STREET,10016,2128895489,French,4/21/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,"163 EAST   33 STREET, New York City, NY 10016",48,C,4/21/2014,11/14/2014,Cycle Inspection / Re-inspection
40424337,BAGEL WORKS,MANHATTAN,1229,FIRST AVENUE,10065,2127446444,Bagels/Pretzels,11/4/2011,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","1229 FIRST AVENUE, New York City, NY 10065",48,C,11/4/2011,11/14/2014,Cycle Inspection / Re-inspection
41343720,LA MINITA RESTAURANT,MANHATTAN,3855,10 AVENUE,10034,2125690777,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7/3/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","3855 10 AVENUE, New York City, NY 10034",48,C,7/3/2014,11/14/2014,Cycle Inspection / Re-inspection
40812483,SUSHI DAMO,MANHATTAN,330,WEST 58 STREET,10019,2127078609,Japanese,10/17/2013,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,"330 WEST 58 STREET, New York City, NY 10019",48,C,10/17/2013,11/14/2014,Cycle Inspection / Re-inspection
41481803,MARYANN'S,MANHATTAN,353,GREENWICH STREET,10013,2127660911,Mexican,2/27/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,"353 GREENWICH STREET, New York City, NY 10013",48,C,2/27/2014,11/14/2014,Cycle Inspection / Re-inspection
41094546,PEOPLES CHOICE KITCHEN,MANHATTAN,2733,8 AVENUE,10039,2122813830,Caribbean,9/10/2013,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,"2733 8 AVENUE, New York City, NY 10039",48,C,9/10/2013,11/14/2014,Cycle Inspection / Re-inspection
41231957,DIECI,MANHATTAN,228,EAST 10 STREET,10003,2123879545,Japanese,2/14/2012,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,"228 EAST 10 STREET, New York City, NY 10003",48,C,2/14/2012,11/14/2014,Cycle Inspection / Re-inspection
41094546,PEOPLES CHOICE KITCHEN,MANHATTAN,2733,8 AVENUE,10039,2122813830,Caribbean,9/10/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,"2733 8 AVENUE, New York City, NY 10039",48,C,9/10/2013,11/14/2014,Cycle Inspection / Re-inspection
41473636,HECHO EN DUMBO,MANHATTAN,354,BOWERY,10012,2129374245,Mexican,7/21/2011,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","354 BOWERY, New York City, NY 10012",48,C,7/21/2011,11/14/2014,Cycle Inspection / Re-inspection
40401834,COLUMBUS GOURMET FOOD,MANHATTAN,261,COLUMBUS AVE STORE #2,10023,2127217800,American,11/19/2012,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","261 COLUMBUS AVE STORE #2, New York City, NY 10023",48,C,11/19/2012,11/14/2014,Cycle Inspection / Re-inspection
40401834,COLUMBUS GOURMET FOOD,MANHATTAN,261,COLUMBUS AVE STORE #2,10023,2127217800,American,11/19/2012,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,"261 COLUMBUS AVE STORE #2, New York City, NY 10023",48,C,11/19/2012,11/14/2014,Cycle Inspection / Re-inspection
40401834,COLUMBUS GOURMET FOOD,MANHATTAN,261,COLUMBUS AVE STORE #2,10023,2127217800,American,11/19/2012,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,"261 COLUMBUS AVE STORE #2, New York City, NY 10023",48,C,11/19/2012,11/14/2014,Cycle Inspection / Re-inspection
41481803,MARYANN'S,MANHATTAN,353,GREENWICH STREET,10013,2127660911,Mexican,2/27/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","353 GREENWICH STREET, New York City, NY 10013",48,C,2/27/2014,11/14/2014,Cycle Inspection / Re-inspection
41343720,LA MINITA RESTAURANT,MANHATTAN,3855,10 AVENUE,10034,2125690777,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7/3/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,"3855 10 AVENUE, New York City, NY 10034",48,C,7/3/2014,11/14/2014,Cycle Inspection / Re-inspection
41481803,MARYANN'S,MANHATTAN,353,GREENWICH STREET,10013,2127660911,Mexican,2/27/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,"353 GREENWICH STREET, New York City, NY 10013",48,C,2/27/2014,11/14/2014,Cycle Inspection / Re-inspection
40401834,COLUMBUS GOURMET FOOD,MANHATTAN,261,COLUMBUS AVE STORE #2,10023,2127217800,American,11/19/2012,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,"261 COLUMBUS AVE STORE #2, New York City, NY 10023",48,C,11/19/2012,11/14/2014,Cycle Inspection / Re-inspection
41400575,SPICE,MANHATTAN,77,4 AVENUE,10003,2123889006,Thai,4/22/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,"77 4 AVENUE, New York City, NY 10003",48,C,4/22/2013,11/14/2014,Cycle Inspection / Re-inspection
41400575,SPICE,MANHATTAN,77,4 AVENUE,10003,2123889006,Thai,4/22/2013,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,"77 4 AVENUE, New York City, NY 10003",48,C,4/22/2013,11/14/2014,Cycle Inspection / Re-inspection
40401834,COLUMBUS GOURMET FOOD,MANHATTAN,261,COLUMBUS AVE STORE #2,10023,2127217800,American,11/19/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,"261 COLUMBUS AVE STORE #2, New York City, NY 10023",48,C,11/19/2012,11/14/2014,Cycle Inspection / Re-inspection
41231957,DIECI,MANHATTAN,228,EAST 10 STREET,10003,2123879545,Japanese,2/14/2012,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,"228 EAST 10 STREET, New York City, NY 10003",48,C,2/14/2012,11/14/2014,Cycle Inspection / Re-inspection
41231957,DIECI,MANHATTAN,228,EAST 10 STREET,10003,2123879545,Japanese,2/14/2012,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","228 EAST 10 STREET, New York City, NY 10003",48,C,2/14/2012,11/14/2014,Cycle Inspection / Re-inspection
41094546,PEOPLES CHOICE KITCHEN,MANHATTAN,2733,8 AVENUE,10039,2122813830,Caribbean,9/10/2013,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,"2733 8 AVENUE, New York City, NY 10039",48,C,9/10/2013,11/14/2014,Cycle Inspection / Re-inspection
40812483,SUSHI DAMO,MANHATTAN,330,WEST 58 STREET,10019,2127078609,Japanese,10/17/2013,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,"330 WEST 58 STREET, New York City, NY 10019",48,C,10/17/2013,11/14/2014,Cycle Inspection / Re-inspection
41420491,ROSSETTI'S PIZZA,MANHATTAN,114,6 AVENUE,10013,2129667178,Pizza,12/23/2011,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,"114 6 AVENUE, New York City, NY 10013",48,C,12/23/2011,11/14/2014,Cycle Inspection / Re-inspection
40424337,BAGEL WORKS,MANHATTAN,1229,FIRST AVENUE,10065,2127446444,Bagels/Pretzels,11/4/2011,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,"1229 FIRST AVENUE, New York City, NY 10065",48,C,11/4/2011,11/14/2014,Cycle Inspection / Re-inspection
41167466,CAFE WATER,MANHATTAN,130,WATER STREET,10005,2127851320,Delicatessen,4/2/2013,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","130 WATER STREET, New York City, NY 10005",49,C,4/2/2013,11/14/2014,Cycle Inspection / Re-inspection
40401217,CITY CRAB,MANHATTAN,235,PARK AVENUE SOUTH,10003,2125293800,Seafood,6/5/2012,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility�s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","235 PARK AVENUE SOUTH, New York City, NY 10003",49,C,6/5/2012,11/14/2014,Cycle Inspection / Re-inspection
41615409,HOT KITCHEN,MANHATTAN,104,2 AVENUE,10003,2122283090,Chinese,1/3/2013,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.","104 2 AVENUE, New York City, NY 10003",49,C,1/3/2013,11/14/2014,Cycle Inspection / Re-inspection
41020284,LITTLE ITALY PIZZA,MANHATTAN,55,WEST   45 STREET,10036,2127307575,Pizza,7/3/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","55 WEST   45 STREET, New York City, NY 10036",49,C,7/3/2013,11/14/2014,Cycle Inspection / Re-inspection
40568285,LA CARIDAD 78,MANHATTAN,21972199,BROADWAY,10024,2128742780,Chinese,11/15/2011,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility�s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","21972199 BROADWAY, New York City, NY 10024",49,C,11/15/2011,11/14/2014,Cycle Inspection / Re-inspection
40704853,B.B. KINGS,MANHATTAN,243,WEST   42 STREET,10036,2129974543,American,4/10/2012,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","243 WEST   42 STREET, New York City, NY 10036",49,C,4/10/2012,11/14/2014,Cycle Inspection / Re-inspection
40401217,CITY CRAB,MANHATTAN,235,PARK AVENUE SOUTH,10003,2125293800,Seafood,6/5/2012,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,"235 PARK AVENUE SOUTH, New York City, NY 10003",49,C,6/5/2012,11/14/2014,Cycle Inspection / Re-inspection
40699160,THE COUNTRY CAFE,MANHATTAN,40,WALL STREET,10005,2123494290,American,6/15/2012,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,"40 WALL STREET, New York City, NY 10005",49,C,6/15/2012,11/14/2014,Cycle Inspection / Re-inspection
40699160,THE COUNTRY CAFE,MANHATTAN,40,WALL STREET,10005,2123494290,American,6/15/2012,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,"40 WALL STREET, New York City, NY 10005",49,C,6/15/2012,11/14/2014,Cycle Inspection / Re-inspection
40699160,THE COUNTRY CAFE,MANHATTAN,40,WALL STREET,10005,2123494290,American,6/15/2012,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.","40 WALL STREET, New York City, NY 10005",49,C,6/15/2012,11/14/2014,Cycle Inspection / Re-inspection
40699160,THE COUNTRY CAFE,MANHATTAN,40,WALL STREET,10005,2123494290,American,6/15/2012,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,"40 WALL STREET, New York City, NY 10005",49,C,6/15/2012,11/14/2014,Cycle Inspection / Re-inspection
41020284,LITTLE ITALY PIZZA,MANHATTAN,55,WEST   45 STREET,10036,2127307575,Pizza,7/3/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,"55 WEST   45 STREET, New York City, NY 10036",49,C,7/3/2013,11/14/2014,Cycle Inspection / Re-inspection
40568285,LA CARIDAD 78,MANHATTAN,21972199,BROADWAY,10024,2128742780,Chinese,11/15/2011,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.","21972199 BROADWAY, New York City, NY 10024",49,C,11/15/2011,11/14/2014,Cycle Inspection / Re-inspection
41167466,CAFE WATER,MANHATTAN,130,WATER STREET,10005,2127851320,Delicatessen,4/2/2013,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,"130 WATER STREET, New York City, NY 10005",49,C,4/2/2013,11/14/2014,Cycle Inspection / Re-inspection
40568285,LA CARIDAD 78,MANHATTAN,21972199,BROADWAY,10024,2128742780,Chinese,11/15/2011,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,"21972199 BROADWAY, New York City, NY 10024",49,C,11/15/2011,11/14/2014,Cycle Inspection / Re-inspection
41167466,CAFE WATER,MANHATTAN,130,WATER STREET,10005,2127851320,Delicatessen,4/2/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,"130 WATER STREET, New York City, NY 10005",49,C,4/2/2013,11/14/2014,Cycle Inspection / Re-inspection
41665733,374 DELI,MANHATTAN,374,8 AVNUE,10001,2125637007,Delicatessen,8/6/2012,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","374 8 AVNUE, New York City, NY 10001",49,C,8/6/2012,11/14/2014,Pre-permit (Operational) / Re-inspection
